-3.334747e+01,-5.130384e+00,2.372775e+01,-2.106264e+01,1.012934e+01,2.577871e+00,1.231367e+01,-3.220665e+01,-8.148192e-01,-3.015029e+00,-9.547052e+00,-8.937576e+00,1.974203e+01,1.225572e+00,-8.283289e-01,-7.993811e-01,7.864931e-01,1.579848e+00,-8.884411e-01,7.825214e-01,5.206538e+00,-4.420423e-03,8.430810e-02,4.149542e+00,3.084497e+00,-6.741009e-02,2.200534e-01,-7.313819e-02,-2.739883e-01,4.609520e-02,-2.246940e-03,1.579893e-02,-1.173816e+00,-5.106596e-01,1.161505e-01,-8.117701e-01,-7.664446e-01,-7.387697e-01,-5.472641e-02,alegria
-3.004768e+01,-6.865212e+00,2.080952e+01,-2.539480e+01,1.005253e+01,5.633823e-01,2.158692e+01,-1.681511e+01,-2.680338e+00,-4.434140e+00,-1.154257e+01,-7.025359e+00,1.969674e+01,1.789589e+00,-1.063584e+00,-1.192853e+00,1.366380e+00,1.203441e+00,-1.340584e+00,-8.382137e-01,4.884033e+00,3.020762e-01,-2.572235e+00,2.107736e+00,1.102239e+00,-1.873217e-01,1.352837e-01,-1.616875e-01,-1.147712e-01,3.748685e-01,-6.409307e-02,2.455250e-01,-1.918850e+00,-1.131127e+00,-5.749678e-01,-6.536072e-01,-1.167753e+00,-1.621633e+00,-7.254137e-02,alegria
-2.886950e+01,-8.404615e+00,2.118996e+01,-1.496410e+01,1.806699e+01,-8.570897e-01,1.158965e+01,-1.386972e+01,9.583824e-02,-1.883933e+00,1.219842e+01,5.528801e+00,1.942762e+01,2.043830e+00,-1.076393e+00,-1.972587e+00,7.270258e-01,1.756817e+00,-5.833750e-01,-4.276194e+00,2.814493e+00,4.230840e-01,-2.646271e+00,1.338223e+00,3.817778e-01,-2.810864e-01,1.398214e-02,-2.089732e-01,2.097982e-01,5.204908e-01,-2.853111e-01,3.478546e-01,-1.415374e+00,-7.883445e-01,-1.620781e+00,3.894746e-03,-1.557901e+00,-1.368864e+00,-6.201991e-02,alegria
-2.663850e+01,-8.811187e+00,1.903238e+01,-1.728002e+01,1.217773e+01,-2.407568e+00,8.484608e+00,-1.695494e+01,2.402328e-01,-1.644175e+01,-9.881108e+00,-1.065957e+01,1.896262e+01,1.492861e+00,-1.512735e+00,-7.866343e-01,2.690569e+00,1.170899e+00,1.866509e-01,-6.282369e+00,7.469283e-01,-3.093012e+00,-1.818438e+00,-2.835624e-01,-3.672307e+00,-3.232788e-01,-1.509624e-01,-3.009593e-01,1.601294e-01,3.496113e-01,-3.519237e-01,-1.816252e-01,1.764119e-01,2.501600e-01,-1.344382e+00,1.380455e+00,-7.795456e-01,3.061647e-01,-2.243507e-02,alegria
-2.483290e+01,-9.539360e+00,1.475338e+01,-2.148491e+01,1.785083e+01,1.146472e+00,-2.516146e+00,-1.806426e+01,-1.596846e-01,-1.024258e+01,-3.686669e+00,-5.211581e+00,1.870365e+01,1.443846e+00,-1.648619e+00,4.650059e-02,2.726852e+00,1.695642e-01,8.721457e-02,-3.572273e+00,3.333368e+00,-6.410779e+00,-2.731165e-01,-2.444314e+00,-1.372550e+00,-3.095310e-01,-7.053813e-02,-7.578778e-02,-3.429930e-01,2.300631e-02,-5.821770e-01,-1.017322e+00,1.378989e+00,9.494001e-01,-1.020201e-01,1.736312e+00,-2.224076e-01,1.345979e+00,-7.697311e-03,alegria
-2.460167e+01,-1.386151e+01,2.009464e+01,-8.681551e+00,1.601510e+01,4.948563e-01,-2.772026e+00,-1.098319e+01,-1.801764e+01,-9.347006e+00,-5.017837e+00,-2.001671e+01,1.844233e+01,1.334769e+00,-2.282267e+00,-1.401750e+00,2.114523e+00,2.374493e-01,-2.584005e+00,-3.081146e-01,5.875395e+00,-3.002903e+00,3.143466e+00,1.012762e-01,3.510226e+00,-2.852747e-01,1.116451e-01,6.591459e-01,-1.315587e+00,-1.114540e+00,-4.892605e-01,-9.197510e-01,1.217713e+00,1.659517e-02,2.179546e+00,1.680500e+00,5.780969e-01,1.661450e+00,-1.403736e-02,alegria
-2.266868e+01,-1.412255e+01,2.089133e+01,-5.629075e+00,1.699613e+01,-1.872229e+00,-6.433966e-01,-1.887582e-01,-2.282912e+01,-6.796887e+00,-2.454790e+00,3.344619e+00,1.814011e+01,1.770186e+00,-1.070565e+00,-3.379994e+00,1.130080e+00,-6.873429e-01,-4.284655e+00,-3.683752e-01,4.997260e+00,-1.320712e-01,3.554337e+00,3.376555e-02,3.520407e+00,-3.385750e-01,8.615448e-02,1.132451e+00,-1.181609e+00,-1.200506e+00,-4.006262e-01,1.016127e-01,5.084760e-02,-1.358704e+00,2.757793e+00,6.608967e-01,5.808361e-01,-5.230778e-01,-2.217691e-02,alegria
-2.104677e+01,-1.793093e+01,8.954658e+00,-1.463532e+01,1.379233e+01,-1.381824e+01,6.007660e+00,3.484281e+00,-3.439560e+00,-2.447269e+00,-9.990666e+00,2.613457e+00,1.781802e+01,1.887917e+00,1.493968e+00,-5.651320e+00,-2.083747e+00,-8.469502e-01,-2.226170e+00,-1.795750e+00,-2.041936e-03,4.665362e+00,4.670337e+00,1.367882e+00,2.188463e+00,-3.789436e-01,-1.454934e-01,9.514090e-01,-4.517386e-02,-4.937540e-01,-2.964891e-01,1.768205e+00,-5.058104e-01,-1.974963e+00,8.486997e-01,-8.846294e-01,-3.341621e-01,-1.811726e+00,-7.531342e-03,alegria
-1.775942e+01,-1.285748e+01,3.423401e+00,-1.285762e+01,1.552551e+01,-1.312025e+01,-8.747865e+00,-3.116994e-01,-8.109078e+00,4.079234e+00,-1.031426e+00,1.075374e+00,1.732293e+01,1.598045e+00,2.125519e+00,-3.736759e+00,-1.176545e+00,-1.291367e+00,4.163606e-01,-2.574217e+00,-5.214319e-01,3.544053e+00,2.267931e+00,-1.734367e-01,-3.327058e+00,-3.735811e-01,-4.287941e-01,2.058080e-01,1.380400e+00,8.882066e-01,4.186228e-01,2.295911e+00,7.309479e-01,-1.464525e+00,-7.651035e-01,-1.830473e+00,-1.160998e+00,-7.106171e-01,5.430854e-02,alegria
-1.761672e+01,-7.024209e+00,5.719983e-01,-1.548602e+01,1.251566e+01,-5.011980e+00,-7.698541e+00,-1.093193e+01,-2.050845e+00,8.566618e+00,1.109891e+00,-7.939768e+00,1.695620e+01,6.933725e-01,8.767365e-01,-1.449236e+00,7.990656e-01,-9.429837e-01,3.906512e+00,-1.734246e+00,-1.240073e+00,-5.974666e-01,-6.364783e-01,-1.465933e+00,-2.124673e+00,-3.054283e-01,-1.671370e-02,-3.760261e-02,1.806097e+00,7.474489e-01,5.340900e-01,1.516357e-01,9.791021e-01,-5.451227e-01,-1.865443e+00,-1.961645e+00,-1.476659e+00,1.195046e+00,2.350994e-01,alegria
